id_usuario,fecha_registro,país,dispositivo,tipo_plan
user_3405,2025-02-26,Colombia,desktop,paid
user_3406,2025-01-08,Mexico,mobile,free
user_3407,2025-03-13,Argentina,mobile,free
user_3408,2025-01-15,Mexico,mobile,free
user_3409,2025-05-01,Argentina,mobile,paid
user_3410,2025-05-16,Argentina,desktop,free
user_3411,2025-04-02,Mexico,desktop,free
user_3412,2025-05-30,Argentina,desktop,free
user_3413,2025-03-01,Colombia,desktop,free
user_3414,2025-02-10,Argentina,desktop,free
user_3415,2025-01-26,Argentina,mobile,free
user_3416,2025-03-05,Colombia,mobile,free
user_3417,2025-03-03,Mexico,mobile,free
user_3418,2025-03-10,Argentina,desktop,free
user_3419,2025-05-17,Argentina,desktop,free
user_3420,2025-01-15,Mexico,mobile,free
user_3421,2025-02-26,Argentina,desktop,free
user_3422,2025-05-28,Argentina,mobile,free
user_3423,2025-04-10,Mexico,desktop,free
user_3424,2025-04-01,Colombia,mobile,free
user_3425,2025-02-14,Colombia,desktop,free
user_3426,2025-02-15,Mexico,desktop,free
user_3427,2025-03-02,Mexico,desktop,paid
user_3428,2025-03-23,Argentina,mobile,free
user_3429,2025-04-02,Colombia,mobile,free
user_3430,2025-01-08,Mexico,mobile,free
user_3431,2025-04-01,Mexico,mobile,paid
user_3432,2025-05-26,Argentina,mobile,free
user_3433,2025-05-25,Mexico,mobile,free
user_3434,2025-02-06,Colombia,desktop,free
user_3435,2025-05-25,Argentina,desktop,free
user_3436,2025-02-18,Argentina,desktop,free
user_3437,2025-05-07,Mexico,mobile,free
user_3438,2025-05-19,Argentina,mobile,free
user_3439,2025-03-21,Mexico,mobile,free
user_3440,2025-02-14,Colombia,mobile,free
user_3441,2025-05-06,Mexico,mobile,free
user_3442,2025-01-10,Colombia,desktop,free
user_3443,2025-01-24,Mexico,desktop,free
user_3444,2025-01-15,Mexico,desktop,free
user_3445,2025-03-01,Argentina,mobile,free
user_3446,2025-02-26,Colombia,mobile,free
user_3447,2025-01-06,Argentina,desktop,paid
user_3448,2025-05-15,Mexico,desktop,free
user_3449,2025-05-03,Mexico,mobile,free
user_3450,2025-01-01,Argentina,mobile,free
user_3451,2025-03-26,Mexico,mobile,free
user_3452,2025-02-21,Mexico,desktop,free
user_3453,2025-02-03,Mexico,desktop,paid
user_3454,2025-03-29,Argentina,mobile,paid
user_3455,2025-02-15,Mexico,mobile,paid
user_3456,2025-03-24,Mexico,desktop,free
user_3457,2025-01-16,Argentina,desktop,free
user_3458,2025-01-06,Mexico,mobile,free
user_3459,2025-02-07,Argentina,mobile,paid
user_3460,2025-05-31,Colombia,mobile,paid
user_3461,2025-02-06,Colombia,desktop,paid
user_3462,2025-01-29,Argentina,desktop,free
user_3463,2025-05-15,Mexico,mobile,paid
user_3464,2025-04-04,Argentina,mobile,paid
user_3465,2025-01-19,Mexico,mobile,free
user_3466,2025-04-06,Colombia,mobile,paid
user_3467,2025-04-12,Mexico,desktop,paid
user_3468,2025-05-31,Mexico,desktop,free
user_3469,2025-01-26,Colombia,mobile,free
user_3470,2025-03-28,Argentina,mobile,paid
user_3471,2025-03-19,Colombia,mobile,free
user_3472,2025-03-24,Argentina,mobile,free
user_3473,2025-02-04,Mexico,desktop,free
user_3474,2025-02-10,Mexico,desktop,free
user_3475,2025-04-22,Argentina,desktop,free
user_3476,2025-05-05,Mexico,mobile,paid
user_3477,2025-03-23,Colombia,desktop,free
user_3478,2025-02-14,Argentina,mobile,free
user_3479,2025-05-24,Mexico,desktop,paid
user_3480,2025-04-02,Colombia,mobile,free
user_3481,2025-02-27,Mexico,desktop,free
user_3482,2025-05-31,Colombia,mobile,free
user_3483,2025-02-14,Colombia,desktop,free
user_3484,2025-04-07,Mexico,desktop,free
user_3485,2025-03-20,Mexico,mobile,paid
user_3486,2025-03-17,Argentina,desktop,free
user_3487,2025-02-02,Colombia,mobile,free
user_3488,2025-02-15,Mexico,desktop,free
user_3489,2025-01-01,Argentina,desktop,paid
user_3490,2025-05-27,Argentina,desktop,free
user_3491,2025-04-11,Colombia,mobile,free
user_3492,2025-05-26,Mexico,desktop,free
user_3493,2025-01-09,Mexico,desktop,free
user_3494,2025-02-16,Argentina,mobile,free
user_3495,2025-03-23,Argentina,desktop,free
user_3496,2025-02-26,Mexico,mobile,free
user_3497,2025-05-25,Colombia,mobile,free
user_3498,2025-01-27,Mexico,mobile,free
user_3499,2025-05-08,Colombia,desktop,free
user_3500,2025-02-06,Colombia,mobile,paid
user_3501,2025-03-26,Mexico,desktop,free
user_3502,2025-01-20,Argentina,mobile,paid
user_3503,2025-03-02,Colombia,desktop,paid
user_3504,2025-03-30,Mexico,mobile,free
user_3505,2025-03-23,Mexico,mobile,free
user_3506,2025-02-12,Colombia,desktop,free
user_3507,2025-01-23,Colombia,mobile,paid
user_3508,2025-03-27,Argentina,mobile,free
user_3509,2025-04-25,Mexico,desktop,free
user_4162,2025-03-16,Mexico,mobile,paid
user_3510,2025-01-03,Mexico,desktop,free
user_3511,2025-03-09,Colombia,mobile,free
user_3512,2025-02-23,Colombia,mobile,paid
user_3513,2025-03-05,Colombia,desktop,free
user_3514,2025-01-18,Mexico,mobile,free
user_3515,2025-03-31,Mexico,desktop,paid
user_3516,2025-03-07,Colombia,mobile,free
user_3517,2025-01-28,Argentina,mobile,free
user_3518,2025-01-01,Mexico,desktop,free
user_3519,2025-01-13,Mexico,mobile,free
user_3520,2025-04-09,Colombia,mobile,free
user_3521,2025-04-23,Argentina,desktop,paid
user_3522,2025-04-18,Colombia,mobile,paid
user_3523,2025-02-12,Mexico,desktop,paid
user_3524,2025-04-16,Mexico,desktop,free
user_3525,2025-05-07,Argentina,desktop,free
user_3526,2025-04-07,Argentina,mobile,paid
user_3527,2025-03-31,Mexico,mobile,paid
user_3528,2025-05-20,Argentina,desktop,paid
user_3529,2025-04-07,Mexico,mobile,paid
user_3530,2025-01-26,Mexico,mobile,free
user_3531,2025-05-03,Colombia,desktop,paid
user_3532,2025-05-28,Mexico,desktop,free
user_3533,2025-02-27,Mexico,desktop,free
user_3534,2025-02-11,Mexico,desktop,paid
user_3535,2025-04-26,Mexico,mobile,free
user_3536,2025-01-19,Mexico,desktop,free
user_3537,2025-01-09,Mexico,mobile,free
user_3538,2025-03-17,Mexico,mobile,free
user_3539,2025-01-06,Mexico,mobile,free
user_3540,2025-03-23,Colombia,mobile,free
user_3541,2025-03-08,Argentina,mobile,paid
user_3542,2025-01-27,Colombia,mobile,paid
user_3543,2025-01-19,Argentina,desktop,free
user_3544,2025-03-29,Mexico,desktop,paid
user_3545,2025-02-13,Argentina,desktop,free
user_3546,2025-04-07,Colombia,desktop,free
user_3547,2025-02-11,Colombia,desktop,free
user_3548,2025-01-20,Colombia,desktop,free
user_3549,2025-05-21,Mexico,mobile,free
user_3550,2025-01-24,Mexico,desktop,free
user_3551,2025-03-28,Mexico,desktop,paid
user_3552,2025-05-04,Mexico,mobile,free
user_3553,2025-01-08,Argentina,desktop,free
user_3554,2025-04-21,Argentina,mobile,free
user_3555,2025-02-12,Colombia,mobile,free
user_3556,2025-04-22,Argentina,desktop,free
user_3557,2025-02-10,Colombia,desktop,free
user_3558,2025-01-14,Mexico,mobile,free
user_3559,2025-01-26,Argentina,desktop,free
user_3560,2025-03-26,Colombia,desktop,paid
user_3561,2025-02-22,Colombia,mobile,free
user_3562,2025-02-18,Mexico,mobile,free
user_3563,2025-04-15,Argentina,mobile,free
user_3564,2025-05-22,Argentina,mobile,free
user_3565,2025-05-19,Mexico,desktop,free
user_3566,2025-03-09,Argentina,mobile,paid
user_3567,2025-03-14,Colombia,desktop,free
user_3568,2025-03-18,Colombia,desktop,paid
user_3569,2025-03-02,Argentina,mobile,paid
user_3570,2025-01-25,Argentina,mobile,free
user_3571,2025-01-13,Argentina,mobile,free
user_3572,2025-04-11,Mexico,desktop,free
user_3573,2025-05-27,Mexico,mobile,free
user_3574,2025-05-21,Argentina,desktop,free
user_3575,2025-05-06,Argentina,desktop,free
user_3576,2025-02-09,Colombia,desktop,free
user_3577,2025-01-14,Argentina,mobile,free
user_3578,2025-04-03,Mexico,desktop,free
user_3579,2025-01-01,Colombia,desktop,free
user_3580,2025-04-20,Argentina,mobile,free
user_3581,2025-01-23,Colombia,desktop,free
user_3582,2025-03-17,Mexico,mobile,free
user_3583,2025-05-03,Argentina,mobile,free
user_3584,2025-02-21,Colombia,desktop,free
user_3585,2025-01-25,Colombia,desktop,paid
user_3586,2025-01-07,Mexico,mobile,free
user_3587,2025-02-22,Colombia,desktop,free
user_3588,2025-02-13,Mexico,desktop,paid
user_3589,2025-03-16,Argentina,desktop,free
user_3590,2025-01-21,Colombia,mobile,free
user_3591,2025-05-02,Colombia,desktop,free
user_3592,2025-01-30,Mexico,desktop,free
user_3593,2025-03-20,Argentina,desktop,free
user_3594,2025-04-12,Colombia,mobile,free
user_3595,2025-05-01,Mexico,desktop,free
user_3596,2025-05-06,Mexico,desktop,paid
user_3597,2025-03-09,Mexico,mobile,free
user_3598,2025-01-24,Mexico,desktop,free
user_3599,2025-05-20,Colombia,mobile,free
user_3600,2025-04-10,Colombia,desktop,paid
user_3601,2025-02-17,Argentina,desktop,free
user_3602,2025-04-05,Argentina,mobile,free
user_3603,2025-04-08,Mexico,mobile,free
user_3604,2025-04-05,Colombia,mobile,free
user_3605,2025-02-17,Mexico,mobile,paid
user_3606,2025-04-25,Colombia,mobile,free
user_3607,2025-01-12,Mexico,desktop,paid
user_3608,2025-03-09,Argentina,mobile,paid
user_3609,2025-04-23,Mexico,mobile,free
user_3610,2025-04-30,Mexico,mobile,free
user_3611,2025-03-09,Colombia,desktop,paid
user_3612,2025-02-27,Argentina,desktop,free
user_3613,2025-03-10,Argentina,mobile,free
user_3614,2025-05-25,Mexico,mobile,paid
user_3615,2025-01-16,Argentina,mobile,free
user_3616,2025-02-08,Mexico,desktop,free
user_3617,2025-01-25,Argentina,desktop,free
user_3618,2025-01-22,Colombia,desktop,free
user_3619,2025-03-30,Argentina,desktop,free
user_3620,2025-05-19,Argentina,desktop,free
user_3621,2025-04-16,Colombia,mobile,free
user_3622,2025-05-31,Mexico,mobile,free
user_3623,2025-02-28,Colombia,desktop,paid
user_3624,2025-05-22,Argentina,desktop,free
user_3625,2025-01-16,Mexico,mobile,free
user_3626,2025-04-10,Mexico,mobile,free
user_3627,2025-05-14,Mexico,mobile,free
user_3628,2025-04-18,Mexico,mobile,free
user_3629,2025-05-18,Argentina,mobile,paid
user_3630,2025-05-02,Mexico,desktop,free
user_3631,2025-05-27,Colombia,desktop,free
user_3632,2025-03-02,Colombia,desktop,free
user_3633,2025-05-02,Mexico,desktop,paid
user_3634,2025-03-18,Mexico,desktop,free
user_3635,2025-01-21,Colombia,mobile,free
user_3636,2025-04-12,Colombia,mobile,free
user_3637,2025-01-09,Mexico,mobile,free
user_3638,2025-05-09,Colombia,desktop,free
user_3639,2025-05-27,Colombia,mobile,free
user_3640,2025-05-13,Colombia,mobile,free
user_3641,2025-05-27,Colombia,desktop,free
user_3642,2025-02-07,Argentina,desktop,paid
user_3643,2025-01-31,Argentina,mobile,free
user_3644,2025-04-25,Colombia,desktop,free
user_3645,2025-02-14,Argentina,desktop,free
user_3646,2025-02-12,Argentina,mobile,free
user_3647,2025-02-24,Argentina,mobile,free
user_3648,2025-02-19,Argentina,mobile,free
user_3649,2025-02-02,Argentina,desktop,free
user_3650,2025-01-11,Mexico,desktop,free
user_3651,2025-04-19,Colombia,desktop,free
user_3652,2025-01-21,Argentina,mobile,free
user_3653,2025-04-22,Argentina,mobile,free
user_3654,2025-02-21,Argentina,mobile,paid
user_3655,2025-02-07,Colombia,mobile,free
user_3656,2025-03-08,Colombia,desktop,free
user_3657,2025-03-23,Colombia,desktop,free
user_3658,2025-01-18,Colombia,mobile,free
user_3659,2025-01-23,Argentina,mobile,free
user_3660,2025-04-10,Argentina,desktop,free
user_3661,2025-05-23,Colombia,mobile,free
user_3662,2025-04-12,Colombia,desktop,free
user_3663,2025-05-22,Argentina,mobile,paid
user_3664,2025-03-25,Mexico,desktop,free
user_3665,2025-03-12,Argentina,mobile,free
user_3666,2025-05-14,Argentina,mobile,paid
user_3667,2025-04-28,Colombia,mobile,paid
user_3668,2025-01-04,Argentina,mobile,free
user_3669,2025-05-31,Mexico,mobile,paid
user_3670,2025-05-14,Mexico,mobile,free
user_3671,2025-04-18,Argentina,desktop,free
user_3672,2025-01-29,Colombia,mobile,paid
user_3673,2025-04-17,Mexico,mobile,free
user_3674,2025-02-08,Mexico,mobile,free
user_3675,2025-02-07,Mexico,mobile,free
user_3676,2025-05-26,Colombia,mobile,free
user_3677,2025-05-31,Argentina,desktop,free
user_3678,2025-05-30,Argentina,mobile,free
user_3679,2025-01-26,Argentina,mobile,free
user_3680,2025-01-28,Mexico,mobile,free
user_3681,2025-05-25,Colombia,desktop,free
user_3682,2025-01-26,Mexico,desktop,paid
user_3683,2025-03-15,Colombia,mobile,free
user_3684,2025-05-18,Argentina,mobile,free
user_3685,2025-03-30,Colombia,mobile,free
user_3686,2025-04-16,Argentina,desktop,free
user_3687,2025-03-09,Mexico,mobile,free
user_3688,2025-04-09,Mexico,desktop,free
user_3689,2025-05-05,Colombia,desktop,free
user_3690,2025-05-27,Argentina,mobile,free
user_3691,2025-05-02,Argentina,mobile,free
user_3692,2025-01-10,Argentina,desktop,free
user_3693,2025-02-14,Colombia,mobile,paid
user_3694,2025-03-12,Argentina,desktop,paid
user_3695,2025-04-14,Argentina,desktop,paid
user_3696,2025-02-06,Mexico,desktop,paid
user_3697,2025-04-13,Mexico,desktop,free
user_3698,2025-01-10,Mexico,desktop,free
user_3699,2025-04-12,Colombia,mobile,free
user_3700,2025-03-26,Argentina,desktop,paid
user_3701,2025-03-02,Colombia,mobile,free
user_3702,2025-01-13,Argentina,mobile,paid
user_3703,2025-05-02,Mexico,mobile,free
user_3704,2025-03-10,Colombia,mobile,paid
user_3705,2025-04-06,Argentina,mobile,free
user_3706,2025-01-06,Argentina,mobile,free
user_3707,2025-03-28,Colombia,mobile,free
user_3708,2025-03-19,Argentina,mobile,paid
user_3709,2025-03-21,Mexico,mobile,paid
user_3710,2025-03-13,Colombia,mobile,free
user_3711,2025-05-06,Colombia,desktop,free
user_3712,2025-01-26,Colombia,mobile,free
user_3713,2025-02-28,Argentina,mobile,free
user_3714,2025-02-04,Mexico,desktop,free
user_3715,2025-03-18,Argentina,mobile,free
user_3716,2025-04-24,Mexico,mobile,paid
user_3717,2025-03-24,Mexico,desktop,free
user_3718,2025-03-10,Argentina,desktop,free
user_3719,2025-04-17,Mexico,mobile,paid
user_3720,2025-01-23,Colombia,desktop,free
user_3721,2025-02-18,Colombia,desktop,paid
user_3722,2025-04-24,Colombia,desktop,free
user_3723,2025-02-24,Colombia,mobile,paid
user_3724,2025-04-15,Colombia,mobile,paid
user_3725,2025-05-05,Argentina,desktop,free
user_3726,2025-05-13,Mexico,mobile,free
user_3727,2025-04-06,Colombia,mobile,free
user_3728,2025-01-15,Colombia,mobile,free
user_3729,2025-05-12,Mexico,mobile,free
user_3730,2025-02-10,Colombia,mobile,paid
user_3731,2025-01-17,Argentina,desktop,free
user_3732,2025-03-21,Argentina,mobile,free
user_3733,2025-05-10,Colombia,desktop,free
user_3734,2025-04-14,Argentina,desktop,paid
user_3735,2025-02-04,Mexico,mobile,free
user_3736,2025-05-15,Mexico,desktop,free
user_3737,2025-05-26,Colombia,mobile,free
user_3738,2025-01-08,Mexico,desktop,free
user_3739,2025-02-14,Argentina,mobile,paid
user_3740,2025-02-19,Argentina,desktop,paid
user_3741,2025-02-21,Mexico,mobile,free
user_3742,2025-01-15,Argentina,mobile,free
user_3743,2025-03-05,Colombia,mobile,free
user_3744,2025-01-09,Mexico,desktop,free
user_3745,2025-04-27,Argentina,mobile,free
user_3746,2025-01-13,Mexico,desktop,free
user_3747,2025-04-03,Colombia,mobile,free
user_3748,2025-02-20,Colombia,desktop,free
user_3749,2025-03-12,Argentina,mobile,free
user_3750,2025-04-05,Colombia,desktop,free
user_3751,2025-04-29,Argentina,desktop,free
user_3752,2025-05-10,Argentina,mobile,free
user_3753,2025-04-12,Mexico,desktop,free
user_3754,2025-02-01,Argentina,mobile,free
user_3755,2025-01-08,Colombia,desktop,free
user_3756,2025-03-03,Colombia,desktop,free
user_3757,2025-04-06,Colombia,mobile,free
user_3758,2025-05-06,Argentina,desktop,paid
user_3759,2025-04-25,Colombia,mobile,paid
user_3760,2025-02-15,Argentina,mobile,free
user_3761,2025-05-02,Colombia,desktop,free
user_3762,2025-05-31,Mexico,desktop,paid
user_3763,2025-05-22,Argentina,desktop,paid
user_3764,2025-03-31,Colombia,desktop,free
user_3765,2025-03-30,Mexico,desktop,free
user_3766,2025-02-11,Colombia,mobile,free
user_3767,2025-03-08,Colombia,desktop,free
user_3768,2025-01-24,Colombia,mobile,free
user_3769,2025-03-14,Argentina,desktop,free
user_3770,2025-01-08,Colombia,mobile,free
user_3771,2025-04-09,Argentina,mobile,free
user_3772,2025-01-13,Mexico,mobile,free
user_3773,2025-02-11,Mexico,mobile,free
user_3774,2025-05-27,Mexico,desktop,paid
user_3775,2025-02-24,Mexico,desktop,free
user_3776,2025-02-26,Mexico,desktop,free
user_3777,2025-02-27,Colombia,mobile,free
user_3778,2025-02-22,Mexico,mobile,free
user_3779,2025-03-10,Argentina,desktop,free
user_3780,2025-04-15,Mexico,desktop,paid
user_3781,2025-05-12,Colombia,desktop,free
user_3782,2025-01-06,Mexico,desktop,free
user_3783,2025-01-03,Argentina,desktop,free
user_3784,2025-05-02,Argentina,mobile,paid
user_3785,2025-02-03,Colombia,mobile,free
user_3786,2025-02-14,Argentina,desktop,free
user_3787,2025-01-03,Argentina,desktop,free
user_3788,2025-02-27,Colombia,desktop,free
user_3789,2025-03-06,Colombia,desktop,free
user_3790,2025-03-20,Argentina,desktop,free
user_3791,2025-03-12,Mexico,mobile,free
user_3792,2025-04-19,Colombia,mobile,paid
user_3793,2025-04-07,Argentina,mobile,free
user_3794,2025-03-31,Mexico,mobile,free
user_3795,2025-04-28,Colombia,desktop,free
user_3796,2025-03-06,Argentina,mobile,free
user_3797,2025-02-25,Colombia,mobile,free
user_3798,2025-04-30,Argentina,mobile,free
user_3799,2025-03-19,Mexico,mobile,free
user_3800,2025-05-14,Mexico,mobile,free
user_3801,2025-04-12,Mexico,desktop,free
user_3802,2025-05-30,Mexico,desktop,free
user_3803,2025-01-27,Mexico,mobile,free
user_3804,2025-01-02,Colombia,mobile,free
user_3805,2025-05-11,Mexico,desktop,paid
user_3806,2025-04-06,Colombia,desktop,free
user_3807,2025-05-24,Mexico,mobile,free
user_3808,2025-03-14,Argentina,desktop,free
user_3809,2025-03-18,Argentina,mobile,free
user_3810,2025-01-28,Mexico,desktop,paid
user_3811,2025-05-04,Colombia,mobile,free
user_3812,2025-01-17,Argentina,mobile,free
user_3813,2025-03-28,Colombia,desktop,free
user_3814,2025-03-12,Mexico,mobile,free
user_3815,2025-03-25,Mexico,desktop,free
user_3816,2025-03-12,Argentina,desktop,free
user_3817,2025-03-08,Mexico,desktop,paid
user_3818,2025-03-18,Mexico,desktop,paid
user_3819,2025-02-18,Mexico,mobile,free
user_3820,2025-02-08,Colombia,mobile,free
user_3821,2025-05-13,Argentina,mobile,free
user_3822,2025-03-03,Argentina,desktop,paid
user_3823,2025-01-15,Mexico,mobile,free
user_3824,2025-04-14,Mexico,desktop,paid
user_3825,2025-03-23,Mexico,mobile,free
user_3826,2025-02-05,Colombia,desktop,paid
user_3827,2025-01-07,Argentina,mobile,free
user_3828,2025-05-08,Colombia,mobile,free
user_3829,2025-03-17,Argentina,mobile,free
user_3830,2025-03-08,Mexico,mobile,free
user_3831,2025-04-18,Argentina,desktop,free
user_3832,2025-04-14,Colombia,desktop,paid
user_3833,2025-04-10,Mexico,desktop,free
user_3834,2025-01-10,Mexico,desktop,paid
user_3835,2025-05-30,Mexico,desktop,free
user_3836,2025-05-27,Argentina,desktop,free
user_3837,2025-02-18,Argentina,desktop,paid
user_3838,2025-03-29,Colombia,mobile,free
user_3839,2025-02-26,Mexico,desktop,free
user_3840,2025-05-17,Colombia,desktop,paid
user_3841,2025-05-02,Argentina,mobile,free
user_3842,2025-04-02,Mexico,desktop,free
user_3843,2025-05-10,Argentina,desktop,free
user_3844,2025-03-18,Mexico,mobile,free
user_3845,2025-02-13,Mexico,desktop,free
user_3846,2025-05-23,Argentina,mobile,paid
user_3847,2025-02-16,Argentina,mobile,paid
user_3848,2025-03-17,Mexico,desktop,free
user_3849,2025-01-25,Argentina,mobile,free
user_3850,2025-05-01,Colombia,desktop,paid
user_3851,2025-02-02,Mexico,mobile,free
user_3852,2025-03-08,Colombia,mobile,paid
user_3853,2025-05-24,Colombia,desktop,paid
user_3854,2025-02-16,Mexico,mobile,free
user_3855,2025-03-27,Colombia,desktop,free
user_3856,2025-01-23,Mexico,desktop,free
user_3857,2025-02-26,Colombia,desktop,free
user_3858,2025-04-01,Argentina,mobile,paid
user_3859,2025-02-27,Colombia,mobile,free
user_3860,2025-03-20,Mexico,desktop,free
user_3861,2025-04-18,Colombia,desktop,free
user_3862,2025-03-26,Argentina,mobile,free
user_3863,2025-04-06,Argentina,mobile,free
user_3864,2025-03-08,Mexico,desktop,free
user_3865,2025-05-30,Mexico,desktop,free
user_3866,2025-03-17,Mexico,mobile,free
user_3867,2025-04-29,Mexico,desktop,free
user_3868,2025-01-31,Argentina,desktop,paid
user_3869,2025-05-01,Mexico,desktop,free
user_3870,2025-01-14,Colombia,desktop,free
user_3871,2025-05-30,Argentina,mobile,free
user_3872,2025-05-29,Mexico,desktop,free
user_3873,2025-01-19,Mexico,mobile,paid
user_3874,2025-05-01,Colombia,mobile,free
user_3875,2025-02-19,Argentina,desktop,paid
user_3876,2025-05-09,Argentina,desktop,free
user_3877,2025-01-31,Colombia,desktop,free
user_3878,2025-04-08,Mexico,desktop,free
user_3879,2025-05-16,Colombia,mobile,free
user_3880,2025-03-18,Mexico,mobile,free
user_3881,2025-04-16,Mexico,mobile,free
user_3882,2025-01-14,Mexico,desktop,paid
user_3883,2025-02-08,Colombia,mobile,free
user_3884,2025-02-05,Colombia,desktop,free
user_3885,2025-02-21,Mexico,desktop,free
user_3886,2025-03-29,Argentina,mobile,free
user_3887,2025-04-15,Argentina,desktop,free
user_3888,2025-05-26,Colombia,mobile,free
user_3889,2025-04-28,Colombia,desktop,free
user_3890,2025-02-06,Argentina,mobile,free
user_3891,2025-03-22,Colombia,mobile,free
user_3892,2025-02-16,Argentina,mobile,free
user_3893,2025-01-21,Colombia,mobile,paid
user_3894,2025-05-05,Mexico,mobile,free
user_3895,2025-03-27,Colombia,mobile,free
user_3896,2025-02-15,Argentina,mobile,paid
user_3897,2025-03-22,Mexico,desktop,free
user_3898,2025-01-15,Colombia,desktop,free
user_3899,2025-01-02,Argentina,mobile,free
user_3900,2025-04-26,Colombia,mobile,free
user_3901,2025-03-12,Colombia,desktop,free
user_3902,2025-02-23,Colombia,mobile,free
user_3903,2025-02-13,Colombia,mobile,free
user_3904,2025-05-28,Argentina,mobile,free
user_3905,2025-02-10,Argentina,mobile,free
user_3906,2025-05-06,Colombia,desktop,free
user_3907,2025-01-23,Argentina,desktop,paid
user_3908,2025-02-03,Mexico,desktop,free
user_3909,2025-04-22,Colombia,mobile,free
user_3910,2025-04-20,Colombia,desktop,free
user_3911,2025-04-14,Argentina,mobile,free
user_3912,2025-04-20,Mexico,mobile,free
user_3913,2025-05-03,Argentina,mobile,free
user_3914,2025-04-09,Colombia,mobile,free
user_3915,2025-01-02,Argentina,mobile,free
user_3916,2025-01-10,Argentina,desktop,free
user_3917,2025-05-17,Mexico,mobile,free
user_3918,2025-02-21,Colombia,mobile,free
user_3919,2025-04-06,Mexico,desktop,free
user_3920,2025-01-04,Colombia,mobile,paid
user_3921,2025-03-24,Argentina,mobile,paid
user_3922,2025-05-16,Argentina,mobile,free
user_3923,2025-02-18,Mexico,desktop,free
user_3924,2025-01-05,Mexico,desktop,free
user_3925,2025-01-02,Mexico,desktop,free
user_3926,2025-03-05,Argentina,mobile,free
user_3927,2025-02-27,Mexico,desktop,paid
user_3928,2025-03-30,Argentina,mobile,paid
user_3929,2025-03-21,Argentina,mobile,free
user_3930,2025-02-03,Argentina,desktop,free
user_3931,2025-01-27,Colombia,desktop,free
user_3932,2025-04-09,Mexico,desktop,free
user_3933,2025-05-09,Mexico,desktop,paid
user_3934,2025-05-31,Mexico,desktop,free
user_3935,2025-03-20,Argentina,mobile,free
user_3936,2025-02-12,Mexico,desktop,free
user_3937,2025-01-17,Argentina,desktop,paid
user_3938,2025-01-12,Mexico,mobile,free
user_3939,2025-03-18,Mexico,desktop,paid
user_3940,2025-03-16,Mexico,desktop,paid
user_3941,2025-04-27,Mexico,mobile,paid
user_3942,2025-05-14,Mexico,desktop,paid
user_3943,2025-05-15,Mexico,mobile,free
user_3944,2025-03-28,Mexico,mobile,free
user_7213,2025-01-22,Mexico,mobile,free
user_3945,2025-04-22,Argentina,mobile,free
user_3946,2025-02-04,Colombia,desktop,free
user_3947,2025-03-29,Argentina,desktop,free
user_3948,2025-05-06,Mexico,desktop,free
user_3949,2025-04-02,Mexico,mobile,paid
user_3950,2025-02-18,Colombia,mobile,free
user_3951,2025-02-12,Colombia,mobile,free
user_3952,2025-04-14,Mexico,mobile,free
user_3953,2025-01-05,Argentina,desktop,free
user_3954,2025-02-28,Mexico,mobile,free
user_3955,2025-02-27,Argentina,mobile,free
user_3956,2025-02-03,Argentina,desktop,free
user_3957,2025-02-24,Mexico,mobile,free
user_3958,2025-01-06,Argentina,mobile,paid
user_3959,2025-05-31,Argentina,mobile,free
user_3960,2025-05-10,Mexico,mobile,free
user_3961,2025-02-13,Mexico,desktop,paid
user_3962,2025-02-01,Mexico,desktop,free
user_3963,2025-04-04,Colombia,desktop,paid
user_3964,2025-01-10,Mexico,desktop,free
user_3965,2025-04-07,Argentina,desktop,paid
user_3966,2025-03-07,Colombia,desktop,free
user_3967,2025-05-17,Colombia,mobile,paid
user_3968,2025-01-13,Argentina,mobile,free
user_3969,2025-01-13,Colombia,mobile,free
user_3970,2025-01-28,Colombia,desktop,free
user_3971,2025-01-06,Argentina,desktop,free
user_3972,2025-01-13,Argentina,mobile,free
user_3973,2025-01-30,Mexico,desktop,paid
user_3974,2025-04-17,Mexico,mobile,paid
user_3975,2025-04-24,Argentina,mobile,paid
user_3976,2025-04-08,Colombia,desktop,free
user_3977,2025-02-01,Argentina,mobile,paid
user_3978,2025-05-21,Mexico,desktop,free
user_3979,2025-03-06,Argentina,desktop,free
user_3980,2025-05-02,Colombia,mobile,free
user_3981,2025-02-09,Mexico,desktop,free
user_3982,2025-02-22,Mexico,desktop,free
user_3983,2025-01-03,Colombia,mobile,free
user_3984,2025-03-19,Argentina,mobile,free
user_3985,2025-04-18,Argentina,mobile,paid
user_3986,2025-01-26,Mexico,mobile,paid
user_3987,2025-05-14,Argentina,mobile,free
user_3988,2025-03-11,Colombia,desktop,free
user_3989,2025-02-05,Mexico,mobile,free
user_3990,2025-04-18,Argentina,mobile,free
user_3991,2025-01-27,Mexico,desktop,free
user_3992,2025-05-11,Argentina,desktop,free
user_3993,2025-01-31,Colombia,mobile,free
user_3994,2025-03-14,Mexico,desktop,paid
user_3995,2025-01-30,Argentina,mobile,free
user_3996,2025-01-28,Colombia,desktop,free
user_3997,2025-05-08,Argentina,mobile,free
user_3998,2025-02-20,Colombia,desktop,free
user_3999,2025-02-21,Colombia,desktop,paid
user_4000,2025-03-09,Colombia,mobile,paid
user_4001,2025-05-14,Colombia,mobile,free
user_4002,2025-02-21,Argentina,desktop,free
user_4003,2025-04-02,Argentina,desktop,free
