id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,es_devolucion,costo_unitario,cogs,gross_profit,gross_margin_pct
Order_14915,User_4375,2025-03-31,Mexico,Desktop,Social,Jacket-Winter-M,Moda,1.0,90.57,10.0,80.57,False,189.31,189.31,-108.74000000000001,-134.96
Order_14916,User_7279,2025-03-23,Colombia,Desktop,Organic,Jacket-Winter-M,Moda,1.0,247.6,10.0,237.6,False,189.31,189.31,48.28999999999999,20.32
Order_14917,User_3377,2025-06-08,Mexico,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,107.68,0.0,215.36,False,10.12,20.24,195.12,90.6
Order_14918,User_4488,2025-05-26,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,147.8,0.0,147.8,False,16.6,16.6,131.20000000000002,88.77
Order_14919,User_7994,2025-05-19,Colombia,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,80.13,5.0,155.27,False,176.64,353.28,-198.00999999999996,-127.53
Order_14920,User_6924,2025-03-03,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,487.78,0.0,487.78,False,17.21,17.21,470.57,96.47
Order_14921,User_587,2025-02-05,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,485.35,10.0,960.71,False,176.64,353.28,607.4300000000001,63.23
Order_14922,User_6341,2025-03-13,Mexico,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,134.32,0.0,134.32,False,16.6,16.6,117.72,87.64
Order_14923,User_7932,2025-06-03,Colombia,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,151.17,5.0,146.17,False,280.68,280.68,-134.51000000000002,-92.02
Order_14924,User_3128,2025-03-02,Mexico,Mobile,Organic,Jacket-Winter-M,Moda,1.0,473.38,0.0,473.38,False,189.31,189.31,284.07,60.01
Order_14925,User_6609,2025-04-25,Mexico,Mobile,Social,Tablet-Standard-64Gb,Electronica,2.0,126.79,0.0,253.57,False,25.21,50.42,203.14999999999998,80.12
Order_14926,User_2362,2025-05-25,Mexico,Mobile,Social,Blender-Xl-Red,Hogar,2.0,374.05,5.0,743.11,False,176.64,353.28,389.83000000000004,52.46
Order_14927,User_7889,2025-01-08,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,342.1,5.0,337.1,False,189.31,189.31,147.79000000000002,43.84
Order_14928,User_4068,2025-02-28,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,258.68,5.0,253.68,False,176.64,176.64,77.04000000000002,30.37
Order_14929,User_7966,2025-04-18,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,48.45,5.0,43.45,False,176.64,176.64,-133.19,-306.54
Order_14930,User_3390,2025-01-03,Mexico,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,286.38,5.0,281.38,False,17.21,17.21,264.17,93.88
Order_14931,User_4099,2025-01-14,Mexico,Mobile,Social,Blender-Xl-Red,Hogar,1.0,387.91,5.0,382.91,False,176.64,176.64,206.27000000000004,53.87
Order_14932,User_1047,2025-06-12,Colombia,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,314.25,0.0,628.5,False,176.64,353.28,275.22,43.79
Order_14933,User_4140,2025-04-01,Mexico,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,20.42,15.0,5.42,False,25.21,25.21,-19.79,-365.13
Order_14934,User_6246,2025-05-24,Colombia,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,41.56,0.0,83.12,False,176.64,353.28,-270.15999999999997,-325.02
Order_14935,User_2168,2025-02-17,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,28.22,5.0,23.22,False,16.6,16.6,6.619999999999997,28.51
Order_14936,User_6095,2025-03-30,Mexico,Desktop,Social,Sneakers-Urban-42,Moda,1.0,172.61,0.0,172.61,False,17.21,17.21,155.4,90.03
Order_14937,User_6327,2025-06-16,Mexico,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,494.68,10.0,979.37,False,10.12,20.24,959.13,97.93
Order_14938,User_5495,2025-03-28,Mexico,Mobile,Social,Jacket-Winter-M,Moda,2.0,22.1,0.0,44.2,False,189.31,378.62,-334.42,-756.61
Order_14939,User_1507,2025-06-22,Colombia,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,387.82,5.0,382.82,False,16.6,16.6,366.21999999999997,95.66
Order_14940,User_5748,2025-03-14,Mexico,Mobile,Social,Jacket-Winter-M,Moda,1.0,488.81,0.0,488.81,False,189.31,189.31,299.5,61.27
Order_14941,User_2412,2025-01-10,Mexico,Desktop,Organic,Tablet-Standard-64Gb,Electronica,2.0,404.65,15.0,794.3,False,25.21,50.42,743.88,93.65
Order_14942,User_5159,2025-05-13,Argentina,Desktop,Paid_Search,Sneakers-Urban-42,Moda,2.0,395.75,0.0,791.5,False,17.21,34.42,757.08,95.65
Order_14943,User_1954,2025-06-23,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,471.75,10.0,461.75,False,16.6,16.6,445.15,96.4
Order_14944,User_5457,2025-04-30,Mexico,Desktop,Social,Jacket-Winter-M,Moda,2.0,303.65,5.0,602.3,False,189.31,378.62,223.67999999999995,37.14
Order_14945,User_7785,2025-05-09,Mexico,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,176.5,0.0,353.0,False,17.21,34.42,318.58,90.25
Order_14946,User_6612,2025-05-18,Argentina,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,488.58,0.0,977.16,False,10.12,20.24,956.92,97.93
Order_14947,User_3204,2025-05-31,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,289.81,10.0,569.61,False,16.6,33.2,536.41,94.17
Order_14948,User_1872,2025-02-12,Colombia,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,153.76,10.0,143.76,False,25.21,25.21,118.54999999999998,82.46
Order_14949,User_7680,2025-02-04,Colombia,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,247.32,0.0,247.32,False,189.31,189.31,58.00999999999999,23.46
Order_14950,User_6801,2025-01-28,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,21.67,0.0,21.67,False,176.64,176.64,-154.96999999999997,-715.14
Order_14951,User_4491,2025-01-09,Mexico,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,199.2,0.0,199.2,False,16.6,16.6,182.6,91.67
Order_14952,User_5471,2025-04-27,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,131.04,15.0,116.04,False,176.64,176.64,-60.59999999999998,-52.22
Order_14953,User_7931,2025-06-23,Argentina,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,328.68,0.0,328.68,False,16.6,16.6,312.08,94.95
Order_14954,User_1332,2025-03-12,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,134.09,5.0,129.09,False,189.31,189.31,-60.22,-46.65
Order_14955,User_532,2025-06-08,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,248.0,0.0,248.0,False,16.6,16.6,231.4,93.31
Order_14956,User_748,2025-01-18,Mexico,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,349.3,10.0,339.3,False,17.21,17.21,322.09000000000003,94.93
Order_14957,User_3449,2025-02-14,Mexico,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,320.78,0.0,320.78,False,16.6,16.6,304.17999999999995,94.83
Order_14958,User_2207,2025-01-28,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,108.54,0.0,108.54,False,25.21,25.21,83.33000000000001,76.77
Order_14959,User_7947,2025-04-04,Mexico,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,138.34,10.0,128.34,False,189.31,189.31,-60.97,-47.51
Order_14960,User_5095,2025-05-18,Argentina,Mobile,Social,Sneakers-Urban-42,Moda,1.0,67.26,0.0,67.26,False,17.21,17.21,50.050000000000004,74.41
Order_14961,User_4452,2025-03-13,Mexico,Desktop,Social,Sneakers-Urban-42,Moda,1.0,260.21,10.0,250.21,False,17.21,17.21,233.0,93.12
Order_14962,User_5900,2025-01-06,Argentina,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,160.78,10.0,150.78,False,189.31,189.31,-38.53,-25.55
Order_14963,User_961,2025-03-21,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,206.14,10.0,402.28,False,16.6,33.2,369.08,91.75
Order_14964,User_6159,2025-04-15,Argentina,Mobile,Organic,Phone-Pro-128Gb,Electronica,1.0,296.65,5.0,291.65,False,10.12,10.12,281.53,96.53
Order_14965,User_7186,2025-05-14,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,1.0,348.19,10.0,338.19,False,176.64,176.64,161.55,47.77
Order_14966,User_3970,2025-03-11,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,397.11,5.0,789.22,False,17.21,34.42,754.8000000000001,95.64
Order_14967,User_6287,2025-04-21,Argentina,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,262.28,5.0,257.28,False,17.21,17.21,240.06999999999996,93.31
Order_14968,User_1883,2025-03-16,Colombia,Desktop,Social,Tablet-Standard-64Gb,Electronica,1.0,192.25,15.0,177.25,False,25.21,25.21,152.04,85.78
Order_14969,User_5019,2025-05-08,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,195.03,0.0,390.06,False,176.64,353.28,36.78000000000003,9.43
Order_14970,User_3494,2025-03-08,Argentina,Mobile,Organic,Jacket-Winter-M,Moda,2.0,423.62,5.0,842.24,False,189.31,378.62,463.62,55.05
Order_14971,User_5076,2025-04-17,Mexico,Mobile,Paid_Search,Sneakers-Urban-42,Moda,2.0,91.11,0.0,182.22,False,17.21,34.42,147.8,81.11
Order_14972,User_6613,2025-01-30,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,482.87,5.0,477.87,False,189.31,189.31,288.56,60.38
Order_14973,User_1583,2025-01-31,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,497.11,0.0,497.11,False,16.6,16.6,480.51,96.66
Order_14974,User_3281,2025-04-30,Colombia,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,242.01,0.0,242.01,False,25.21,25.21,216.79999999999998,89.58
Order_14975,User_5861,2025-03-01,Argentina,Mobile,Organic,Tablet-Standard-64Gb,Electronica,1.0,150.58,0.0,150.58,False,25.21,25.21,125.37,83.26
Order_14976,User_2583,2025-03-25,Colombia,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,305.47,5.0,605.93,False,176.64,353.28,252.64999999999998,41.7
Order_14977,User_133,2025-01-13,Mexico,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,255.01,15.0,495.01,False,25.21,50.42,444.59,89.81
Order_14978,User_450,2025-06-18,Argentina,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,430.71,0.0,861.41,False,280.68,561.36,300.04999999999995,34.83
Order_14979,User_2253,2025-01-08,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,62.65,0.0,62.65,False,16.6,16.6,46.05,73.5
Order_14980,User_7861,2025-02-04,Colombia,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,236.46,5.0,467.93,False,189.31,378.62,89.31,19.09
Order_14981,User_3395,2025-04-07,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,145.79,10.0,135.79,False,16.6,16.6,119.19,87.78
Order_14982,User_3734,2025-05-16,Argentina,Desktop,Organic,Phone-Pro-128Gb,Electronica,1.0,259.41,0.0,259.41,False,10.12,10.12,249.29000000000002,96.1
Order_14983,User_4980,2025-06-07,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,1.0,425.65,0.0,425.65,False,176.64,176.64,249.01,58.5
Order_14984,User_4516,2025-06-18,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,73.51,0.0,147.01,False,16.6,33.2,113.80999999999999,77.42
Order_14985,User_6435,2025-06-03,Mexico,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,75.71,10.0,141.41,False,16.6,33.2,108.21,76.52
Order_14986,User_2994,2025-06-23,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,73.78,0.0,147.57,False,176.64,353.28,-205.70999999999998,-139.4
Order_14987,User_2178,2025-02-24,Argentina,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,127.67,0.0,255.34,False,189.31,378.62,-123.28,-48.28
Order_14988,User_2729,2025-01-15,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,2.0,188.06,10.0,366.11,False,10.12,20.24,345.87,94.47
Order_14989,User_4289,2025-02-28,Colombia,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,343.35,5.0,681.7,False,17.21,34.42,647.2800000000001,94.95
Order_14990,User_7191,2025-01-26,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,149.92,0.0,299.84,False,16.6,33.2,266.64,88.93
Order_14991,User_5818,2025-04-24,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,87.27,0.0,174.55,False,189.31,378.62,-204.07,-116.91
Order_14992,User_2812,2025-05-09,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,35.3,0.0,35.3,False,10.12,10.12,25.18,71.33
Order_14993,User_3655,2025-05-27,Colombia,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,414.03,10.0,404.03,False,25.21,25.21,378.82,93.76
Order_14994,User_4949,2025-04-14,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,74.27,10.0,138.53,False,176.64,353.28,-214.74999999999997,-155.02
Order_14995,User_4866,2025-02-11,Argentina,Desktop,Social,Jacket-Winter-M,Moda,1.0,23.77,0.0,23.77,False,189.31,189.31,-165.54,-696.42
Order_14996,User_3234,2025-01-06,Colombia,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,404.15,0.0,404.15,False,17.21,17.21,386.94,95.74
Order_14997,User_7276,2025-05-16,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,1.0,75.34,0.0,75.34,False,17.21,17.21,58.13,77.16
Order_14998,User_4890,2025-06-24,Mexico,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,331.51,0.0,663.03,False,189.31,378.62,284.40999999999997,42.9
Order_14999,User_251,2025-01-24,Colombia,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,441.22,0.0,441.22,False,176.64,176.64,264.58000000000004,59.97
Order_15000,User_3630,2025-03-15,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,452.52,10.0,442.52,False,176.64,176.64,265.88,60.08
Order_15001,User_5571,2025-03-05,Colombia,Mobile,Social,Blender-Xl-Red,Hogar,2.0,150.2,0.0,300.39,False,176.64,353.28,-52.889999999999986,-17.61
Order_15002,User_2900,2025-03-09,Argentina,Mobile,Organic,Jacket-Winter-M,Moda,1.0,263.49,0.0,263.49,False,189.31,189.31,74.18,28.15
Order_15003,User_2944,2025-06-26,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,93.48,10.0,83.48,False,16.6,16.6,66.88,80.11
Order_15004,User_1305,2025-04-06,Colombia,Mobile,Organic,Tablet-Standard-64Gb,Electronica,2.0,333.53,5.0,662.07,False,25.21,50.42,611.6500000000001,92.38
Order_15005,User_2421,2025-02-01,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,426.97,5.0,848.94,False,17.21,34.42,814.5200000000001,95.95
Order_15006,User_5380,2025-04-05,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,2.0,496.38,0.0,992.76,False,17.21,34.42,958.34,96.53
Order_15007,User_4753,2025-05-02,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,220.37,15.0,425.74,False,16.6,33.2,392.54,92.2
Order_15008,User_285,2025-03-04,Argentina,Desktop,Organic,Phone-Pro-128Gb,Electronica,2.0,75.94,10.0,141.87,False,10.12,20.24,121.63000000000001,85.73
Order_15009,User_5699,2025-04-28,Mexico,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,378.55,0.0,757.1,False,17.21,34.42,722.6800000000001,95.45
Order_15010,User_1015,2025-02-09,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,468.49,0.0,468.49,False,10.12,10.12,458.37,97.84
Order_15011,User_5566,2025-04-08,Mexico,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,346.59,5.0,688.17,False,10.12,20.24,667.93,97.06
Order_15012,User_7379,2025-05-01,Mexico,Mobile,Social,Laptop-Gaming-16Gb,Electronica,2.0,27.76,5.0,50.52,False,280.68,561.36,-510.84000000000003,-1011.16
Order_15013,User_2677,2025-06-26,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,2.0,283.84,5.0,562.68,False,17.21,34.42,528.26,93.88
Order_15014,User_2824,2025-04-08,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,36.32,0.0,72.65,False,176.64,353.28,-280.63,-386.28
Order_15015,User_1218,2025-01-24,Colombia,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,324.67,0.0,649.34,False,16.6,33.2,616.14,94.89
Order_15016,User_808,2025-06-21,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,207.12,15.0,399.23,False,16.6,33.2,366.03000000000003,91.68
Order_15017,User_4308,2025-02-01,Colombia,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,198.65,5.0,392.29,False,10.12,20.24,372.05,94.84
Order_15018,User_581,2025-03-28,Argentina,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,277.85,0.0,555.69,False,16.6,33.2,522.49,94.03
Order_15019,User_4311,2025-06-13,Argentina,Desktop,Organic,Tablet-Standard-64Gb,Electronica,1.0,426.93,0.0,426.93,False,25.21,25.21,401.72,94.1
Order_15020,User_7280,2025-06-01,Colombia,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,462.36,0.0,462.36,False,280.68,280.68,181.68,39.29
Order_15021,User_1190,2025-01-07,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,28.81,0.0,57.62,False,189.31,378.62,-321.0,-557.1
Order_15022,User_3889,2025-01-08,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,184.83,10.0,174.83,False,25.21,25.21,149.62,85.58
Order_15023,User_6255,2025-05-06,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,123.31,0.0,123.31,False,176.64,176.64,-53.329999999999984,-43.25
Order_15024,User_1555,2025-04-13,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,483.88,0.0,483.88,False,16.6,16.6,467.28,96.57
Order_15025,User_2607,2025-02-22,Argentina,Mobile,Social,Jacket-Winter-M,Moda,1.0,62.54,10.0,52.54,False,189.31,189.31,-136.77,-260.32
Order_15026,User_4440,2025-01-09,Colombia,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,440.36,0.0,440.36,False,16.6,16.6,423.76,96.23
Order_15027,User_3401,2025-02-02,Mexico,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,220.44,0.0,220.44,False,25.21,25.21,195.23,88.56
Order_15028,User_4858,2025-06-22,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,307.24,0.0,614.47,False,189.31,378.62,235.85000000000002,38.38
Order_15029,User_481,2025-02-11,Mexico,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,418.74,0.0,837.49,False,189.31,378.62,458.87,54.79
Order_15030,User_5394,2025-04-19,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,417.86,0.0,417.86,False,176.64,176.64,241.22000000000003,57.73
Order_15031,User_6364,2025-04-23,Colombia,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,308.37,0.0,308.37,False,176.64,176.64,131.73000000000002,42.72
Order_15032,User_4831,2025-03-04,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,105.87,10.0,95.87,False,16.6,16.6,79.27000000000001,82.68
Order_15033,User_7907,2025-04-04,Colombia,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,249.79,0.0,249.79,False,10.12,10.12,239.67,95.95
Order_15034,User_2227,2025-05-24,Colombia,Desktop,Organic,Jacket-Winter-M,Moda,2.0,274.63,0.0,549.27,False,189.31,378.62,170.64999999999998,31.07
Order_15035,User_6880,2025-02-04,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,476.28,0.0,476.28,False,176.64,176.64,299.64,62.91
Order_15036,User_4316,2025-04-19,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,309.38,10.0,299.38,False,25.21,25.21,274.17,91.58
Order_15037,User_4394,2025-04-15,Argentina,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,194.47,5.0,189.47,False,189.31,189.31,0.1599999999999966,0.08
Order_15038,User_616,2025-06-25,Colombia,Mobile,Organic,Jacket-Winter-M,Moda,2.0,448.1,0.0,896.2,False,189.31,378.62,517.58,57.75
Order_15039,User_3560,2025-06-09,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,299.39,0.0,299.39,False,16.6,16.6,282.78999999999996,94.46
Order_15040,User_98,2025-06-06,Argentina,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,373.18,0.0,746.36,False,10.12,20.24,726.12,97.29
Order_15041,User_6575,2025-02-06,Argentina,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,308.54,5.0,303.54,False,16.6,16.6,286.94,94.53
Order_15042,User_2953,2025-06-29,Colombia,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,409.06,5.0,813.12,False,16.6,33.2,779.92,95.92
Order_15043,User_1026,2025-03-12,Colombia,Mobile,Organic,Tablet-Standard-64Gb,Electronica,2.0,459.32,10.0,908.64,False,25.21,50.42,858.22,94.45
Order_15044,User_899,2025-03-26,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,220.96,0.0,220.96,False,176.64,176.64,44.32000000000002,20.06
Order_15045,User_294,2025-04-23,Argentina,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,312.04,0.0,624.08,False,10.12,20.24,603.84,96.76
Order_15046,User_3022,2025-03-23,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,2.0,453.18,15.0,891.37,False,176.64,353.28,538.09,60.37
Order_15047,User_3579,2025-02-09,Colombia,Desktop,Social,Tablet-Standard-64Gb,Electronica,2.0,102.24,15.0,189.47,False,25.21,50.42,139.05,73.39
Order_15048,User_1977,2025-02-02,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,297.46,10.0,584.91,False,176.64,353.28,231.63,39.6
Order_15049,User_5827,2025-06-09,Argentina,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,29.54,0.0,59.08,False,189.31,378.62,-319.54,-540.86
Order_15050,User_1361,2025-05-17,Argentina,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,464.46,0.0,928.91,False,176.64,353.28,575.63,61.97
Order_15051,User_72,2025-06-06,Argentina,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,58.31,0.0,116.61,False,10.12,20.24,96.37,82.64
Order_15052,User_2330,2025-06-18,Mexico,Desktop,Social,Jacket-Winter-M,Moda,2.0,155.45,0.0,310.9,False,189.31,378.62,-67.72000000000003,-21.78
Order_15053,User_5159,2025-01-09,Argentina,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,101.8,0.0,101.8,False,16.6,16.6,85.19999999999999,83.69
Order_15054,User_4334,2025-02-19,Argentina,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,23.53,0.0,23.53,False,16.6,16.6,6.93,29.45
Order_15055,User_105,2025-03-30,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,359.28,10.0,708.57,False,16.6,33.2,675.37,95.31
Order_15056,User_4386,2025-06-01,Mexico,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,182.49,5.0,177.49,False,280.68,280.68,-103.19,-58.14
Order_15057,User_6755,2025-03-31,Colombia,Mobile,Social,Blender-Xl-Red,Hogar,1.0,353.07,0.0,353.07,False,176.64,176.64,176.43,49.97
Order_15058,User_7772,2025-06-27,Colombia,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,473.52,0.0,947.05,False,16.6,33.2,913.8499999999999,96.49
Order_15059,User_2714,2025-06-21,Mexico,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,286.66,5.0,281.66,False,17.21,17.21,264.45000000000005,93.89
Order_15060,User_3796,2025-06-10,Argentina,Mobile,Social,Laptop-Gaming-16Gb,Electronica,1.0,483.93,0.0,483.93,False,280.68,280.68,203.25,42.0
Order_15061,User_3721,2025-06-15,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,386.15,10.0,376.15,False,16.6,16.6,359.54999999999995,95.59
Order_15062,User_6923,2025-05-13,Mexico,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,103.01,0.0,103.01,False,17.21,17.21,85.80000000000001,83.29
Order_15063,User_2615,2025-01-08,Argentina,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,406.99,0.0,406.99,False,17.21,17.21,389.78000000000003,95.77
Order_15064,User_5628,2025-05-07,Colombia,Desktop,Social,Sneakers-Urban-42,Moda,1.0,304.88,10.0,294.88,False,17.21,17.21,277.67,94.16
Order_15065,User_189,2025-05-08,Argentina,Mobile,Organic,Jacket-Winter-M,Moda,1.0,479.63,5.0,474.63,False,189.31,189.31,285.32,60.11
Order_15066,User_1729,2025-05-11,Mexico,Mobile,Organic,Jacket-Winter-M,Moda,1.0,82.89,0.0,82.89,False,189.31,189.31,-106.42,-128.39
Order_15067,User_6570,2025-06-25,Mexico,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,317.97,0.0,635.93,False,189.31,378.62,257.30999999999995,40.46
Order_15068,User_5106,2025-06-11,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,393.28,0.0,786.56,False,16.6,33.2,753.3599999999999,95.78
Order_15069,User_1559,2025-02-24,Argentina,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,403.72,0.0,403.72,False,189.31,189.31,214.41000000000003,53.11
Order_15070,User_2756,2025-03-17,Mexico,Mobile,Social,Jacket-Winter-M,Moda,1.0,232.71,5.0,227.71,False,189.31,189.31,38.400000000000006,16.86
Order_15071,User_7246,2025-04-02,Argentina,Mobile,Organic,Tablet-Standard-64Gb,Electronica,2.0,21.51,0.0,43.02,False,25.21,50.42,-7.399999999999999,-17.2
Order_15072,User_5778,2025-06-30,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,61.48,0.0,61.48,False,176.64,176.64,-115.16,-187.31
Order_15073,User_3087,2025-05-07,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,473.28,15.0,931.55,False,16.6,33.2,898.3499999999999,96.44
Order_15074,User_275,2025-03-06,Colombia,Mobile,Social,Laptop-Gaming-16Gb,Electronica,2.0,357.63,0.0,715.26,False,280.68,561.36,153.89999999999998,21.52
Order_15075,User_5645,2025-03-12,Argentina,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,185.54,0.0,185.54,False,16.6,16.6,168.94,91.05
Order_15076,User_5689,2025-03-09,Colombia,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,214.59,0.0,429.19,False,16.6,33.2,395.99,92.26
